"EAN","ID","UPC","UUID","brand","budgetValues","buyable_flag","c__ACCS","c__CEDeclarationOfPerformance","c__CO2","c__GSA","c__NoraColorCategory","c__NoraColorCategory__de_DE","c__NoraColorCategory__en_AU","c__NoraColorCategory__en_GB","c__NoraColorCategory__en_SG","c__NoraColorCategory__es_ES","c__NoraColorCategory__fr_FR","c__NoraColorCategory__nl_NL","c__abrasionResistance","c__abrasionResistance__en_AU","c__abrasionResistance__en_GB","c__accentColor","c__acousticImpactNoiseReduction","c__adhesivesQuantityPerBox","c__adhesivesSpreadRate","c__adhesivesSquareYards","c__adminUsers","c__ams_division","c__antibacterialActivity","c__antibacterialActivity__en_AU","c__antibacterialActivity__en_GB","c__antimicrobial","c__antimicrobialTreatment","c__antimicrobialTreatment__en_AU","c__antimicrobialTreatment__en_GB","c__antistatic","c__apac_division","c__areaOfUse__int-au","c__areaOfUse__int-de","c__areaOfUse__int-es","c__areaOfUse__int-fr","c__areaOfUse__int-gb","c__areaOfUse__int-nl","c__areaOfUse__int-sg","c__articleDescription","c__au_CountryOfOrigin","c__au_QuickShip","c__au_RecycledContentTotal","c__au_StandardCode","c__availabilityDate","c__availabilityDate__en_AU","c__availabilityDate__en_GB","c__availableForInStorePickup","c__backing","c__backingClass","c__backingClass__en_AU","c__backingClass__en_GB","c__backingOptions","c__bacteriaResistance","c__badge","c__bimDownloadLink","c__bimDownloadLink__en_AU","c__bimDownloadLink__en_GB","c__bioBasedContent","c__bioBasedContent__links__int-au","c__bioBasedContent__links__int-ca","c__bioBasedContent__links__int-de","c__bioBasedContent__links__int-es","c__bioBasedContent__links__int-fr","c__bioBasedContent__links__int-gb","c__bioBasedContent__links__int-latam","c__bioBasedContent__links__int-nl","c__bioBasedContent__links__int-sg","c__bioBasedContent__links__int-us","c__blueAngelCertification","c__boxSize","c__boxSize__en_AU","c__boxSize__en_GB","c__branchPlant","c__breRatingCommercial_obselete","c__breRatingDomestic_obselete","c__breRatingDurability_obselete","c__breRatingEducation_obselete","c__breRatingHealth_obselete","c__breRatingRetailFashion_obselete","c__breeamContribution","c__breeamContribution__en_AU","c__breeamContribution__en_GB","c__bxm2ConvFactor","c__bxm2ConvFactor__en_AU","c__bxm2ConvFactor__en_GB","c__carbonFootprintRawMaterials","c__carbonNeutral","c__carbonOffsets","c__carbonOffsets__en_AU","c__carbonOffsets__en_GB","c__cartonsPerPallet","c__castorChairRating","c__castorchair","c__ce","c__classAstmF1700","c__classification","c__climateNeutral","c__climateNeutral__en_AU","c__climateNeutral__en_GB","c__collections","c__collections__de_DE__int-de","c__collections__en_AU__int-au","c__collections__en_GB__int-gb","c__collections__en_SG__int-sg","c__collections__es_ES__int-es","c__collections__fr_FR__int-fr","c__collections__nl_NL__int-nl","c__color","c__colorFamily","c__colorFamily__de_DE","c__colorFamily__en_AU","c__colorFamily__en_GB","c__colorFamily__en_SG","c__colorFamily__es_ES","c__colorFamily__fr_FR","c__colorFamily__nl_NL","c__colorFastnessLight","c__colorFastnessRubbing","c__colorFastnessWater","c__colorLine","c__colorNumberDescription","c__color__de_DE__int-de","c__color__en_AU__int-au","c__color__en_GB__int-gb","c__color__en_SG__int-sg","c__color__es_ES__int-es","c__color__fr_FR__int-fr","c__color__nl_NL__int-nl","c__colourPlayService","c__connectionDimensionDescription","c__construction","c__constructionDescription","c__construction__en_AU","c__construction__en_GB","c__convert","c__coolCarpet","c__coolCarpet__en_AU","c__coolCarpet__en_GB","c__countryOfOrigin","c__cradle2Cradle","c__cradle2Cradle__links__int-au","c__cradle2Cradle__links__int-ca","c__cradle2Cradle__links__int-de","c__cradle2Cradle__links__int-es","c__cradle2Cradle__links__int-fr","c__cradle2Cradle__links__int-gb","c__cradle2Cradle__links__int-latam","c__cradle2Cradle__links__int-nl","c__cradle2Cradle__links__int-sg","c__cradle2Cradle__links__int-us","c__curling","c__customMarketingMessage","c__customerType","c__dataSheetDownloadLink","c__dataSheetDownloadLink__en_AU","c__dataSheetDownloadLink__en_GB","c__delaminating","c__deltaIICSoundRating","c__details","c__details__en_AU","c__details__en_GB","c__determinationOfAntislip","c__dgnb","c__dgnb__en_AU","c__dgnb__en_GB","c__dimensionDescription2","c__dimensionalStability","c__dimensionalStabilityLVT","c__dimensionalStability__en_AU","c__dimensionalStability__en_GB","c__disclosureOfProductIngredients","c__disclosureOfProductIngredients__en_AU","c__disclosureOfProductIngredients__en_GB","c__disclosureOfProductIngredients__links__int-au","c__disclosureOfProductIngredients__links__int-ca","c__disclosureOfProductIngredients__links__int-de","c__disclosureOfProductIngredients__links__int-es","c__disclosureOfProductIngredients__links__int-fr","c__disclosureOfProductIngredients__links__int-gb","c__disclosureOfProductIngredients__links__int-latam","c__disclosureOfProductIngredients__links__int-nl","c__disclosureOfProductIngredients__links__int-sg","c__disclosureOfProductIngredients__links__int-us","c__displayColorNumber","c__displayColorNumber__en_AU","c__displayColorNumber__en_GB","c__displayColorNumber__en_SG","c__division","c__division__de_DE","c__division__en_AU","c__division__en_GB","c__division__en_SG","c__division__es_ES","c__division__fr_FR","c__division__nl_NL","c__dyeLot","c__dyeLots","c__dyeMethod","c__dyeMethod__en_AU","c__dyeMethod__en_GB","c__e1Description1","c__e1Description1__en_AU","c__e1Description1__en_GB","c__e1Description2","c__e1Description2__en_AU","c__e1Description2__en_GB","c__e1EAKGInvFactor","c__e1MktSegment","c__e1OriginalTemplate","c__e1PdsNumber","c__e1ProductType","c__e1RLKGInvFactor","c__e1RLM2InvFactor","c__e1ShortItemNumber","c__e1ShortItemNumber__en_AU","c__e1ShortItemNumber__en_GB","c__e1SquareFeetPerRoll","c__e1StockingType","c__e1StockingType__en_AU:value","c__e1StockingType__en_GB:value","c__e1Template","c__eSD","c__effectivePileYarnWeight","c__electricalResistance","c__embodiedCarbon","c__emeaEmbodiedCarbon__int-au","c__emeaEmbodiedCarbon__int-de","c__emeaEmbodiedCarbon__int-es","c__emeaEmbodiedCarbon__int-fr","c__emeaEmbodiedCarbon__int-gb","c__emeaEmbodiedCarbon__int-nl","c__emeaEmbodiedCarbon__int-sg","c__emea_division","c__endOfLife","c__endOfLifeOptions","c__endOfLife__en_AU","c__endOfLife__en_GB","c__environmentalCertifications","c__environmentalCertifications__links__int-au","c__environmentalCertifications__links__int-ca","c__environmentalCertifications__links__int-de","c__environmentalCertifications__links__int-es","c__environmentalCertifications__links__int-fr","c__environmentalCertifications__links__int-gb","c__environmentalCertifications__links__int-latam","c__environmentalCertifications__links__int-nl","c__environmentalCertifications__links__int-sg","c__environmentalCertifications__links__int-us","c__extractColorNumber","c__extractColorNumber__de_DE","c__extractColorNumber__en_AU","c__extractColorNumber__en_GB","c__extractColorNumber__en_SG","c__extractColorNumber__es_ES","c__extractColorNumber__fr_FR","c__extractColorNumber__nl_NL","c__fDESCertification","c__fabricAndCare","c__fabricAndCare__en_AU","c__fabricAndCare__en_GB","c__finish","c__fitAndSizing","c__fitAndSizing__en_AU","c__fitAndSizing__en_GB","c__flammability","c__flammabilityTestMethenaminePill","c__flammabilityTestRadiantPanel","c__flammabilityTestRadiantPanel__en_AU","c__flammabilityTestRadiantPanel__en_GB","c__flammabilityTestSmokeDensity","c__flammability__en_AU","c__flammability__en_GB","c__flexibility","c__flexibility__en_AU","c__flexibility__en_GB","c__frayResistance","c__gauge","c__gccLastSubmitted","c__gccLastSubmitted__en_AU","c__gccLastSubmitted__en_GB","c__gccLastTranslated","c__gccLastTranslated__en_AU","c__gccLastTranslated__en_GB","c__gccStatus","c__gccStatus__en_AU","c__gccStatus__en_GB","c__gccSubmissionName","c__gccSubmissionName__en_AU","c__gccSubmissionName__en_GB","c__genericTestAcousticNylon","c__genericTestDynamicLoading","c__genericTestGreenCarpet","c__genericTestStaticLoading","c__genericTestThermalResistance","c__globalProductCategory","c__gradeDescription","c__hqe","c__hqe__en_AU","c__hqe__en_GB","c__i2","c__iicSoundRating","c__iicSoundRating__en_AU","c__iicSoundRating__en_GB","c__imageLength","c__imageLength__de_DE","c__imageLength__en_AU","c__imageLength__en_GB","c__imageLength__en_SG","c__imageLength__es_ES","c__imageLength__fr_FR","c__imageLength__nl_NL","c__imageWidth","c__imageWidth__de_DE","c__imageWidth__en_AU","c__imageWidth__en_GB","c__imageWidth__en_SG","c__imageWidth__es_ES","c__imageWidth__fr_FR","c__imageWidth__nl_NL","c__impactSoundInsulation","c__impactSoundInsulationRange","c__indoorAirQuality","c__indoorAirQualityGUI","c__indoorAirQuality__en_AU","c__indoorAirQuality__en_GB","c__indoorAirQuality__links__int-au","c__indoorAirQuality__links__int-ca","c__indoorAirQuality__links__int-de","c__indoorAirQuality__links__int-es","c__indoorAirQuality__links__int-fr","c__indoorAirQuality__links__int-gb","c__indoorAirQuality__links__int-latam","c__indoorAirQuality__links__int-nl","c__indoorAirQuality__links__int-sg","c__indoorAirQuality__links__int-us","c__ingredientsAndLifeCycleImpacts","c__ingredientsAndLifeCycleImpacts__en_AU","c__ingredientsAndLifeCycleImpacts__en_GB","c__ingredientsAndLifeCycleImpacts__links__int-au","c__ingredientsAndLifeCycleImpacts__links__int-ca","c__ingredientsAndLifeCycleImpacts__links__int-de","c__ingredientsAndLifeCycleImpacts__links__int-es","c__ingredientsAndLifeCycleImpacts__links__int-fr","c__ingredientsAndLifeCycleImpacts__links__int-gb","c__ingredientsAndLifeCycleImpacts__links__int-latam","c__ingredientsAndLifeCycleImpacts__links__int-nl","c__ingredientsAndLifeCycleImpacts__links__int-sg","c__ingredientsAndLifeCycleImpacts__links__int-us","c__inlayOrKitDescription","c__installation","c__installationImages","c__installationMethod","c__installationMethod__de_DE","c__installationMethod__en_AU","c__installationMethod__en_GB","c__installationMethod__en_SG","c__installationMethod__es_ES","c__installationMethod__fr_FR","c__installationMethod__nl_NL","c__installationRecommendation","c__installationWaste","c__installation__en_AU","c__installation__en_GB","c__installation__links__int-au","c__installation__links__int-ca","c__installation__links__int-de","c__installation__links__int-es","c__installation__links__int-fr","c__installation__links__int-gb","c__installation__links__int-latam","c__installation__links__int-nl","c__installation__links__int-sg","c__installation__links__int-us","c__isBackInStockEnabled","c__isEligibleForSamples","c__isPattern","c__isSale","c__jobRole","c__lEED","c__lEED__en_AU","c__lEED__en_GB","c__lRVLevel","c__lRVRange","c__languagePreference","c__languageSegmentDescription","c__leadTime","c__leadTime__en_AU","c__leadTime__en_GB","c__leed","c__leedVersion","c__leed__en_AU","c__leed__en_GB","c__legacyBackingNumber","c__legacyColorNumber","c__legacyColorNumber__de_DE","c__legacyColorNumber__en_AU","c__legacyColorNumber__en_GB","c__legacyColorNumber__en_SG","c__legacyColorNumber__es_ES","c__legacyColorNumber__fr_FR","c__legacyColorNumber__nl_NL","c__legacyPatternNumber","c__legacyStyleNumber","c__lightFastness","c__lineType","c__lotGrade","c__lrvlRange","c__lrvlValue","c__lrvyRange","c__lrvyValue","c__luxuryRating","c__machineGauge","c__machineGaugeImperial","c__machineGaugeMetric","c__machineGroup","c__maintenance","c__maintenance__en_AU","c__maintenance__en_GB","c__maintenance__links__int-au","c__maintenance__links__int-ca","c__maintenance__links__int-de","c__maintenance__links__int-es","c__maintenance__links__int-fr","c__maintenance__links__int-gb","c__maintenance__links__int-latam","c__maintenance__links__int-nl","c__maintenance__links__int-sg","c__maintenance__links__int-us","c__manufacturerPartNumber","c__manufacturingLocation","c__manufacturingLocation__en_AU","c__manufacturingLocation__en_GB","c__marketPreference","c__marketSegment","c__marketSegmentDescription","c__marketingYarnWeight","c__marketingYarnWeightMetric","c__material","c__materialComposition","c__materialComposition__en_AU","c__materialComposition__en_GB","c__materialNumberDescription","c__material__en_AU","c__material__en_GB","c__maxQtyAllowed","c__metersPerCarton","c__minimumOrderQty","c__mixableDyeLots","c__modificationRatio","c__mood","c__nominalDimensions","c__noraColorDescription","c__noraColorDescription__de_DE","c__noraColorDescription__en_AU","c__noraColorDescription__en_GB","c__noraColorDescription__en_SG","c__noraColorDescription__es_ES","c__noraColorDescription__fr_FR","c__noraColorDescription__nl_NL","c__noraItemDescription","c__noraPackaging","c__noraPackaging__de_DE","c__noraPackaging__en_AU","c__noraPackaging__en_GB","c__noraPackaging__en_SG","c__noraPackaging__es_ES","c__noraPackaging__fr_FR","c__noraPackaging__nl_NL","c__noraProductCodeDescription","c__noraPropertyDescription","c__noraSalesCategory","c__noraSalesCategory__de_DE","c__noraSalesCategory__en_AU","c__noraSalesCategory__en_GB","c__noraSalesCategory__en_SG","c__noraSalesCategory__es_ES","c__noraSalesCategory__fr_FR","c__noraSalesCategory__nl_NL","c__noraVersionDescription","c__optionsDescription","c__optionsDescription_VS","c__optionsDescription__en_AU","c__optionsDescription__en_GB","c__otherEnvironmentalClaims","c__otherLocalSpecs","c__palletsPerTruckload","c__patternDescription","c__patternDescription__de_DE","c__patternDescription__en_AU","c__patternDescription__en_GB","c__patternDescription__en_SG","c__patternDescription__es_ES","c__patternDescription__fr_FR","c__patternDescription__nl_NL","c__patternNumberDescription","c__patternNumberDescription__en_AU","c__patternNumberDescription__en_GB","c__pattern_LVT","c__pendulumDry4S","c__piecesPerCarton","c__pileDensity","c__pileDensityMetric","c__pileHeight","c__pileHeightImperial","c__pileHeightMetric","c__pileThickness","c__pileThicknessMetric","c__pileWeightRange","c__pileYarnWeight","c__preservativeEfficacy","c__preservativeEfficacy__en_AU","c__preservativeEfficacy__en_GB","c__preservativeProtection","c__preservativeProtection__en_AU","c__preservativeProtection__en_GB","c__printFilmDescription","c__printFilmDescription__en_AU","c__printFilmDescription__en_GB","c__prodisId","c__productCategory","c__productConstruction","c__productDefinition","c__productDisclaimer","c__productEcosystem","c__productFaceAppearance","c__productLaunchDesignation","c__productLength","c__productLength__de_DE","c__productLength__en_AU","c__productLength__en_GB","c__productLength__en_SG","c__productLength__es_ES","c__productLength__fr_FR","c__productLength__nl_NL","c__productNumber","c__productSampleHelpText","c__productScale","c__productShape","c__productType","c__productViews","c__productWidth","c__productWidth__de_DE","c__productWidth__en_AU","c__productWidth__en_GB","c__productWidth__en_SG","c__productWidth__es_ES","c__productWidth__fr_FR","c__productWidth__nl_NL","c__projectDuration","c__projectSize","c__quantityPerRoll","c__quickShip","c__quickShip__de_DE","c__quickShip__en_AU","c__quickShip__en_GB","c__quickShip__en_SG","c__quickShip__es_ES","c__quickShip__fr_FR","c__quickShip__nl_NL","c__radiantFlux","c__radiantFlux__en_AU","c__radiantFlux__en_GB","c__radiantPanel","c__reactiontoFire","c__reclamation","c__reclamation__en_AU","c__reclamation__en_GB","c__recycledContentPostCustomer","c__recycledContentPostIndustrial","c__residualIndentation","c__residualIndentation__en_AU","c__residualIndentation__en_GB","c__resistanceToChemicals","c__resistanceToChemicals__en_AU","c__resistanceToChemicals__en_GB","c__resistanceToHeat","c__resistanceToHeat__en_AU","c__resistanceToHeat__en_GB","c__resistanceToLight","c__resistanceToLight__en_AU","c__resistanceToLight__en_GB","c__roomScenes","c__roomScenesGroup","c__salutation","c__sampleOrToolDescription","c__sampleProductId","c__sampleType","c__sampleType__en_AU","c__sampleType__en_GB","c__sampleVersionDescription","c__sapItemCrossRefNum","c__scale","c__scale__en_AU","c__scale__en_GB","c__searchAvailability__int-ca","c__searchAvailability__int-latam","c__searchAvailability__int-us","c__searchText","c__sendToThirdParties","c__shippingCommodityClass","c__shippingCommodityClass__en_AU","c__shippingCommodityClass__en_GB","c__size","c__sizeDescription_LVT","c__sizeDescription_NORA","c__sizeImperial","c__sizeSquareness","c__sizeSquareness__en_AU","c__sizeSquareness__en_GB","c__slipResistance","c__slipResistanceAUS","c__slipResistance__en_AU","c__slipResistance__en_GB","c__smokeDensity","c__smokeRate","c__soilHiding","c__soilProtection","c__soundAbsorptionRating","c__soundAbsorption_1000Hz","c__soundAbsorption_125Hz","c__soundAbsorption_2000Hz","c__soundAbsorption_250Hz","c__soundAbsorption_4000Hz","c__soundAbsorption_500Hz","c__soundAccoustic","c__squareFeetPerCarton","c__stabilityTuftBind","c__standardBacking","c__standardBacking__en_AU","c__standardBacking__en_GB","c__standardCode","c__standardCode__de_DE","c__standardCode__en_AU","c__standardCode__en_GB","c__standardCode__en_SG","c__standardCode__es_ES","c__standardCode__fr_FR","c__standardCode__nl_NL","c__standardColorLine","c__standardSize","c__staticElectrical","c__staticLoadLimit","c__staticLoadLimit__en_AU","c__staticLoadLimit__en_GB","c__static__en_AU","c__static__en_GB","c__static__en_US","c__stiches","c__stitches","c__stitchesMetric","c__styleNumberDescription","c__styleNumberDescription_VS","c__suitableWithTacTiles","c__surcharges","c__tabDescription","c__tarrRating","c__tarrRating__en_AU","c__tarrRating__en_GB","c__th_CountryOfOrigin","c__th_QuickShip","c__th_RecycledContentTotal","c__th_StandardCode","c__thermalConductivity","c__thermalResistance","c__thickness","c__thickness__en_AU","c__thickness__en_GB","c__tileSize","c__tileSizeOptions__int-au","c__tileSizeOptions__int-de","c__tileSizeOptions__int-es","c__tileSizeOptions__int-fr","c__tileSizeOptions__int-gb","c__tileSizeOptions__int-nl","c__tileSizeOptions__int-sg","c__tilesPerBox","c__tilesRequired","c__tilesRequired__de_DE","c__tilesRequired__en_AU","c__tilesRequired__en_GB","c__tilesRequired__en_SG","c__tilesRequired__es_ES","c__tilesRequired__fr_FR","c__tilesRequired__nl_NL","c__totalBiobasedContent__int-au","c__totalBiobasedContent__int-de","c__totalBiobasedContent__int-es","c__totalBiobasedContent__int-fr","c__totalBiobasedContent__int-gb","c__totalBiobasedContent__int-nl","c__totalBiobasedContent__int-sg","c__totalPostConsumerRecycledContent","c__totalPreConsumerRecycledContent","c__totalRecycledAndBioBasedContent","c__totalRecycledContent","c__totalRecycledContentRange","c__totalThickness","c__totalThicknessMetric","c__totalThicknessMetricLVT","c__totalThicknessMetric_LVT","c__totalThicknessRange","c__totalThicknessUS","c__totalThickness_LVT","c__totalWeight","c__totalWeight_LVT","c__trafficClassification","c__transitionProduct","c__transitionProduct__de_DE","c__transitionProduct__en_AU","c__transitionProduct__en_GB","c__transitionProduct__en_SG","c__transitionProduct__es_ES","c__transitionProduct__fr_FR","c__transitionProduct__nl_NL","c__tuftsPerSQM","c__type3EnvProdDeclaration","c__uomPricing","c__uomPrimary","c__uomPrimary__de_DE","c__uomPrimary__en_AU","c__uomPrimary__en_GB","c__uomPrimary__en_SG","c__uomPrimary__es_ES","c__uomPrimary__fr_FR","c__uomPrimary__nl_NL","c__uomPurchasing","c__uomSecondary","c__uomShipping","c__uomWeight","c__upec","c__upecCertificate","c__upecClassification","c__usableDimensions","c__usableDimensions__en_AU","c__usableDimensions__en_GB","c__versionDescription","c__videoUrl","c__videoUrl__en_AU","c__videoUrl__en_GB","c__vocTest","c__warranty","c__warranty__en_AU","c__warranty__en_GB","c__warranty__links__int-au","c__warranty__links__int-ca","c__warranty__links__int-de","c__warranty__links__int-es","c__warranty__links__int-fr","c__warranty__links__int-gb","c__warranty__links__int-latam","c__warranty__links__int-nl","c__warranty__links__int-sg","c__warranty__links__int-us","c__waterproof","c__wearClassification","c__wearLayerDescription","c__wearLayerDescription_VS","c__wearLayerThickness","c__wearTestCastorChair","c__wearTestVettrmannDrum","c__weightPerCarton","c__weightPerCartonImperial","c__weightPerRoll","c__yarnManufacturer","c__yarnPostConsumerRecycledContent","c__yarnPreConsumerRecycledContent","c__yarnRecycledContent","c__yarnRecycledContentRange","c__yarnSystem","c__yarnSystem__en_AU","c__yarnSystem__en_GB","c__yarnType","c__yarnWeight","c__yarnWeightMetric","certification_links__int-ca","certification_links__int-latam","certification_links__int-us","creationDate","facebookEnabled__int-ca","facebookEnabled__int-latam","facebookEnabled__int-us","lastModified","longDescription","longDescription__en_AU","longDescription__en_GB","manufacturerName","manufacturerSKU","minOrderQuantity","name","name__en_AU","name__en_GB","onlineFlag__int-au","onlineFlag__int-ca","onlineFlag__int-de","onlineFlag__int-es","onlineFlag__int-fr","onlineFlag__int-gb","onlineFlag__int-latam","onlineFlag__int-nl","onlineFlag__int-sg","onlineFlag__int-us","onlineFrom__int-ca","onlineFrom__int-latam","onlineFrom__int-us","onlineTo__int-ca","onlineTo__int-latam","onlineTo__int-us","pageDescription","pageDescription__en_AU","pageDescription__en_GB","pageKeywords","pageKeywords__en_AU","pageKeywords__en_GB","pageTitle","pageTitle__en_AU","pageTitle__en_GB","pinterestEnabled__int-ca","pinterestEnabled__int-latam","pinterestEnabled__int-us","productImages","productMaster_name","productTileImages","representative_sku","searchPlacement__int-ca","searchPlacement__int-latam","searchPlacement__int-us","searchRank__int-ca","searchRank__int-latam","searchRank__int-us","searchable__int-ca","searchable__int-latam","searchable__int-us","shortDescription","shortDescription__en_AU","shortDescription__en_GB","siteMapChangeFrequency__int-ca","siteMapChangeFrequency__int-latam","siteMapChangeFrequency__int-us","siteMapIncluded__int-ca","siteMapIncluded__int-latam","siteMapIncluded__int-us","siteMapPriority__int-ca","siteMapPriority__int-latam","siteMapPriority__int-us","stepQuantity","taxClassID","template","unit","unitQuantity","url","url__en_AU","url__en_GB","variants","productMaster_ID"
"","NS00128176","","e6db92959eb72cf6e74b844550","nora by Interface","","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMEA","","EMEA","","EMEA","EMEA","EMEA","","","","","","","","REFERENCE BROCHURE HEALTHCARE","","","LITERATURE HEALTHCARE","","","NMI","","","","","","","105388","","","","P","","","","","","","","","","","","","EMEA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NORA SAMPLES","","","","","","","","","","00128176","","","","","","","","","","","","","","","","","","","","","","","","","","","NE41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Rubber","","","","","","","","","","","","","","","","","","","Material","","","","","","","","","","","","","","320","","320","","320","320","320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N00128176","","","","","","","REFERENCE BROCHURE HEALTHCARE","","","","073","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","N00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PC","","Pieces","","Pieces","","Pieces","Pieces","Pieces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thu Jul 06 2023 01:00:42 GMT-0000 (GMT)","false","false","false","2023-07-12T15:46:45.000+0000","","","","","","Quantity: value=1, unit=","","","BROCHURE HEALTHCARE DE","false","false","false","false","false","false","false","false","false","false","","","","","","","","","","","","","","","","false","false","false","","","","","","","","","","","true","true","true","","","","","","","","","","","","","Quantity: value=1, unit=","","","","Quantity: value=0, unit=","https://shop.interface.com/US/en-US/NS00128176.html","https://shop.interface.com/AU/en-AU/NS00128176.html","https://shop.interface.com/GB/en-GB/brochure-healthcare-de/NS00128176.html","","NE41N"
"","9989001999L12R001","","c9ffee2b75469b76a5edafb879","Interface","","false","","","","","","","","","","","","","","","","","","","","","","AMS","","","","","","","","","","","","","","","","","","","","","","","","","","Sheet Goods","","","","","","","","","","","","","","","","","","","","","","1.00","1.00","1.00","W1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GRAFFITI BLUE","","","","","","","","","","","","","001","GRAFFITI BLUE","GRAFFITI BLUE","GRAFFITI BLUE","GRAFFITI BLUE","GRAFFITI BLUE","GRAFFITI BLUE","GRAFFITI BLUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","L1","L1","L1","","","","","","","","","","","9989001","9989001","9989001","9989001","AMS","AMS","AMS","AMS","AMS","AMS","AMS","AMS","","","","","","SAMPLE PATTERN BREAKOUT.9KH3","SAMPLE PATTERN BREAKOUT.9KH3","SAMPLE PATTERN BREAKOUT.9KH3","GRAFFITI BLUE.191287","GRAFFITI BLUE.191287","GRAFFITI BLUE.191287","","","CPT","","TUFTED","","","1142432","1142432","1142432","","J","J","J","CPT","","","","L1","","","","","","","","","","","","","L1","","","","","","","","","","","191287","191287","191287","191287","191287","191287","191287","191287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FIRST","","","","","","","","","","","","","","","","","","","","","","","","","","Green Label Plus #GLPXXXX","","Green Label Plus #GLPXXXX","Green Label Plus #GLPXXXX","","GLPXXXX.pdf","","","","","GLPXXXX.pdf","","","GLPXXXX.pdf","L1","L1","L1","","","","","","","","","","","","","","","","","","","","","","","","See recommended Interface Installation Guidelines online","See recommended Interface Installation Guidelines online","","","","","","","","","","","","","","","","","","","","","","","","","","L1","","L1","L1","9700","191287","191287","191287","191287","191287","191287","191287","191287","","9KH3","","","","","","","","","","","","","","","","","","","","","","","","","","9KH309700.191287.7R","ISO 9001 & 14001 Certified facilities in Troup County, Georgia, United States","ISO 9001 & 14001 Certified facilities in Troup County, Georgia, United States","ISO 9001 & 14001 Certified facilities in Troup County, Georgia, United States","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NO OPTIONS","","NO OPTIONS","NO OPTION","","","","","","","","","","","","NO PATTERN","NO PATTERN","999","","","","","","","","","","","","","","","","","","","","","","","Carpet Tile","","","","","","","2m","2m","2m","2m","2m","2m","2m","2m","19KH309700","","","","Material","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.07","46.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2m Roll Goods","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","NON-STANDARD","NON-STANDARD","NON-STANDARD","NON-STANDARD","NON-STANDARD","NON-STANDARD","NON-STANDARD","NON-STANDARD","","","","","","","","","","N/A","8","","9989","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.32","","","","","","","","","","","","","","","","","","","","","","SY","SY","SY","SY","SY","SY","SY","SY","SY","SY","SY","SY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","1220.61","GLPXXXX.pdf,https://prd-sites.interface.com/content/dam/interfaceinc/interface/sustainability/ams/third-party-certifications/iso/ISO%209001-14001%20Certificate.pdf","GLPXXXX.pdf,https://prd-sites.interface.com/content/dam/interfaceinc/interface/sustainability/ams/third-party-certifications/iso/ISO%209001-14001%20Certificate.pdf","GLPXXXX.pdf,https://prd-sites.interface.com/content/dam/interfaceinc/interface/sustainability/ams/third-party-certifications/iso/ISO%209001-14001%20Certificate.pdf","Tue Jul 25 2023 10:00:32 GMT-0000 (GMT)","false","false","false","2023-07-25T10:00:33.000+0000","","","","","","Quantity: value=1, unit=","SAMPLE PATTERN BREAKOUT","SAMPLE PATTERN BREAKOUT","SAMPLE PATTERN BREAKOUT","false","false","false","false","false","false","false","false","false","false","","","","","","","","","","","","","","","","false","false","false","","SAMPLE PATTERN BREAKOUT","","","","","","","","","false","false","false","","","","","","","","","","","","","Quantity: value=1, unit=","","","","Quantity: value=0, unit=","https://shop.interface.com/US/en-US/sample-pattern-breakout/9989001999L12R001.html","https://shop.interface.com/AU/en-AU/sample-pattern-breakout/9989001999L12R001.html","https://shop.interface.com/GB/en-GB/sample-pattern-breakout/9989001999L12R001.html","","9989C"
